,Primary_Only,Primary_with_U_Primary,Primary_with_U_Primary_Sec_HrSec,U_Primary_Only,U_Primary_With_Sec_HrSec,Primary_with_U_Primary_Sec,U_Primary_With_Sec,Sec_Only,Sec_with_HrSec.,HrSec_Only,All Schools,state,year
25,98.3,100.0,100.0,100.0,100.0,100.0,98.615,100.0,100.0,100.0,99.13,Dadra & Nagar Haveli,2014-15
26,100.0,100.0,100.0,100.0,100.0,100.0,99.765,100.0,100.0,100.0,100.0,Dadra & Nagar Haveli,2015-16
27,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.45848484848484,100.0,100.0,100.0,Daman & Diu,2013-14
28,100.0,100.0,100.0,100.0,100.0,100.0,98.615,100.0,100.0,100.0,100.0,Daman & Diu,2014-15
29,100.0,100.0,100.0,100.0,100.0,100.0,99.765,100.0,100.0,100.0,100.0,Daman & Diu,2015-16
30,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.36,97.26,90.89,100.0,Delhi,2013-14
31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.77,100.0,100.0,100.0,Delhi,2014-15
32,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.95599999999997,100.0,100.0,100.0,Delhi,2015-16
33,97.75,96.55,100.0,100.0,100.0,100.0,100.0,96.45848484848484,100.0,100.0,98.31,Goa,2013-14
34,99.09,100.0,100.0,100.0,100.0,100.0,100.0,98.89,99.62333333333333,100.0,99.42,Goa,2014-15
35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.56333333333333,100.0,100.0,Goa,2015-16
36,99.5,99.88,99.93,99.83,100.0,100.0,100.0,96.45848484848484,100.0,100.0,99.78,Gujarat,2013-14
37,99.66,99.91,100.0,99.86,100.0,99.85,95.83,99.27,99.92,99.45,99.79,Gujarat,2014-15
38,99.95,99.97,100.0,100.0,100.0,100.0,100.0,99.85,99.95,99.72,99.95,Gujarat,2015-16
39,97.58,99.95,99.95,94.54,98.92,99.95,99.21,96.36,97.26,90.89,98.1,Haryana,2013-14
40,97.4,99.9,100.0,94.43,99.09,99.95,99.63,93.77000000000001,76.09,100.0,98.05,Haryana,2014-15
41,99.37,100.0,100.0,99.5,99.72,100.0,99.93,96.956,84.78,100.0,99.6,Haryana,2015-16
42,97.01,99.72,100.0,94.88,99.48,99.83,99.05,96.36,97.26,90.89,97.32,Himachal Pradesh,2013-14
43,97.64,99.74,100.0,93.96,99.48,99.85,99.29,100.0,100.0,100.0,97.67,Himachal Pradesh,2014-15
44,99.85,100.0,100.0,99.3,100.0,100.0,100.0,100.0,100.0,100.0,99.82,Himachal Pradesh,2015-16
45,65.9,85.65,97.98,83.33,98.0,95.08,98.4,96.36,97.26,90.89,76.69,Jammu And Kashmir,2013-14
46,66.22,87.13,99.8,83.33,100.0,96.27,97.66,96.43,96.93,98.28166666666665,77.93,Jammu And Kashmir,2014-15
47,91.66,97.97,99.79,98.43,100.0,99.33,99.74,93.94,100.0,98.71833333333333,95.0,Jammu And Kashmir,2015-16
48,85.27,91.01,97.74,92.5,89.14,93.68,88.5,96.46833333333332,100.0,90.89,87.68,Jharkhand,2013-14
49,84.41,91.3,95.24,91.95,88.37,94.07,90.89,88.24,88.1,88.24,87.32,Jharkhand,2014-15
50,96.16,97.81,98.37,80.0,94.24,98.78,96.22,94.79,97.21,95.33,96.75,Jharkhand,2015-16
51,99.95,99.96,99.64,100.0,100.0,99.96,99.85,99.79,94.44,84.62,99.88,Karnataka,2013-14
52,99.83,99.97,99.78,100.0,100.0,99.96,100.0,99.96,100.0,90.38,99.6,Karnataka,2014-15
53,99.54,99.97,100.0,100.0,100.0,100.0,100.0,99.95,100.0,93.99,99.59,Karnataka,2015-16
54,95.49,98.69,100.0,99.09,100.0,99.7,100.0,94.99333333333334,88.62333333333333,90.02250000000001,97.39,Kerala,2013-14
55,96.17,98.71,99.86,99.54,99.79,99.91,100.0,100.0,100.0,100.0,97.79,Kerala,2014-15
56,98.54,99.76,99.86,100.0,99.38,99.83,100.0,98.68,100.0,98.46,99.15,Kerala,2015-16
57,100.0,100.0,100.0,100.0,100.0,98.23,99.35199999999999,96.45848484848484,100.0,100.0,100.0,Lakshadweep,2013-14
58,100.0,100.0,100.0,100.0,100.0,99.86833333333334,98.61500000000001,98.89,100.0,99.78833333333334,100.0,Lakshadweep,2014-15
59,100.0,100.0,100.0,100.0,100.0,100.0,99.76499999999999,99.94500000000001,100.0,99.83000000000001,100.0,Lakshadweep,2015-16
60,92.84,98.72,99.21,89.36,100.0,99.59,98.25,98.41,100.0,100.0,93.02,Madhya Pradesh,2013-14
61,88.54,98.89,99.83,87.02,99.01,99.92,100.0,76.63,90.21,90.0,89.59,Madhya Pradesh,2014-15
62,96.2,99.32,99.95,96.01,100.0,100.0,100.0,93.53,97.34,100.0,96.65,Madhya Pradesh,2015-16
63,97.86,99.19,99.83,95.89,99.31,99.55,99.12,96.45848484848484,100.0,100.0,98.46,Maharashtra,2013-14
64,98.9,99.77,99.86,98.04,99.83,99.83,99.56,99.35,99.7,99.28,99.29,Maharashtra,2014-15
65,99.06,99.71,100.0,100.0,99.89,99.81,99.82,99.82,99.71,99.43,99.41,Maharashtra,2015-16
66,97.26,99.66,100.0,98.41,100.0,99.56,98.68,96.46833333333333,95.72111111111111,90.89,98.17,Manipur,2013-14
67,92.69,99.88,100.0,100.0,100.0,99.71,98.68,97.56,100.0,100.0,95.51,Manipur,2014-15
68,98.27,99.54,100.0,96.83,100.0,100.0,98.04,92.5,100.0,100.0,98.74,Manipur,2015-16
69,50.84,61.65,100.0,46.72,94.59,86.9,79.33,96.46833333333332,95.72111111111111,90.89,50.95,Meghalaya,2013-14
70,62.63,71.52,100.0,65.16,93.75,88.17,84.25,60.65,82.35,71.13,63.92,Meghalaya,2014-15
71,84.12,73.63,96.43,89.79,96.77,91.43,88.67,67.24,85.71,81.82,84.29,Meghalaya,2015-16
72,99.47,99.75,100.0,99.81,94.87285714285714,94.42285714285715,90.83285714285714,96.46833333333332,95.72111111111111,90.89,99.62,Mizoram,2013-14
73,99.94,99.24,99.13428571428572,99.91,97.44142857142857,96.67142857142858,94.36,99.67,90.828,100.0,99.82,Mizoram,2014-15
74,99.04,99.23,98.79571428571428,99.47,98.7942857142857,97.50857142857141,96.3157142857143,99.51,93.736,99.28,99.27,Mizoram,2015-16
75,97.07,98.66,100.0,93.18,100.0,100.0,98.49,96.46833333333332,95.72111111111111,90.89,97.08,Nagaland,2013-14
76,99.02,100.0,100.0,98.7,100.0,99.68,99.53,91.67,100.0,100.0,99.37,Nagaland,2014-15
77,99.84,100.0,100.0,97.44,100.0,100.0,100.0,100.0,100.0,100.0,99.89,Nagaland,2015-16
78,83.4,90.3,94.12,84.8,93.33,92.0,87.41,96.46833333333332,100.0,90.89,86.0,Odisha,2013-14
79,86.46,92.04,98.2,84.05,96.15,94.72,88.96,89.96,92.0975,92.14,88.34,Odisha,2014-15
80,97.44,98.58,96.77,91.27,100.0,97.87,94.84,93.88,97.95,92.83,97.06,Odisha,2015-16
81,100.0,100.0,100.0,94.41499999999999,100.0,100.0,100.0,94.99333333333334,100.0,100.0,100.0,Puducherry,2013-14
82,100.0,100.0,100.0,99.908,100.0,100.0,100.0,99.346,100.0,100.0,100.0,Puducherry,2014-15
83,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6575,100.0,100.0,100.0,Puducherry,2015-16
84,96.51,98.88,99.83,98.23,99.68,99.43,99.35,96.36,97.26,90.89,97.81,Punjab,2013-14
85,98.76,99.23,99.92,98.82,99.26,99.74,99.51,100.0,100.0,98.02,99.08,Punjab,2014-15
86,99.82,99.54,99.96,99.86,99.7,99.96,100.0,100.0,100.0,100.0,99.83,Punjab,2015-16
87,96.07,99.59,99.84,99.15,99.13,99.83,97.64,96.45848484848484,100.0,100.0,97.87,Rajasthan,2013-14
88,95.58,99.67,99.64,99.06,98.49,99.53,99.07,95.83,98.12,100.0,98.03,Rajasthan,2014-15
89,99.4,99.88,99.87,100.0,98.88,99.89,99.24,100.0,97.72,99.83,99.67,Rajasthan,2015-16
90,98.78,99.7,100.0,100.0,100.0,100.0,100.0,96.46833333333332,95.72111111111111,90.89,99.25,Sikkim,2013-14
91,98.27,99.7,100.0,100.0,100.0,99.26,100.0,81.85600000000001,90.82799999999999,88.68799999999999,98.91,Sikkim,2014-15
92,99.84,99.71,100.0,100.0,100.0,100.0,100.0,87.45800000000001,93.73599999999999,94.00833333333333,99.83,Sikkim,2015-16
93,95.53,99.56,99.95,96.75,98.41,97.585,97.985,100.0,88.62333333333333,100.0,96.91,Tamil Nadu,2013-14
94,99.57,99.94,99.98,100.0,99.88,98.46199999999999,99.282,100.0,100.0,100.0,99.71,Tamil Nadu,2014-15
95,99.84,99.98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,Tamil Nadu,2015-16
96,89.82,95.16,97.96,100.0,95.94,92.87,97.38,100.0,100.0,81.62,92.1,Telangana,2014-15
97,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6575,100.0,100.0,100.0,Telangana,2015-16
98,87.79,95.04,76.18,50.0,85.71,89.88,80.0,96.46833333333333,95.72111111111111,90.89,89.13,Tripura,2013-14
99,99.77,100.0,100.0,100.0,100.0,100.0,100.0,81.85600000000001,90.82799999999999,88.68799999999999,99.88,Tripura,2014-15
100,99.73,100.0,100.0,100.0,100.0,100.0,100.0,87.458,93.73599999999999,94.00833333333333,99.86,Tripura,2015-16
101,98.65,99.46,96.3,98.77,98.53,98.15,99.35,96.36,97.26,90.89,98.66,Uttar Pradesh,2013-14
102,98.59,99.73,99.68,98.6,99.7,99.66,99.66,98.69,99.71,100.0,98.72,Uttar Pradesh,2014-15
103,99.8,99.93,99.56,99.83,99.87,99.89,99.89,98.96,99.88,92.31,99.8,Uttar Pradesh,2015-16
104,95.39,98.01,99.77,96.71,97.76,100.0,97.68,96.36,97.26,90.89,96.06,Uttarakhand,2013-14
105,95.43,98.91,99.78,97.14,98.03,100.0,97.29,73.73,88.39,91.67,95.97,Uttarakhand,2014-15
106,96.71,98.99,100.0,97.68,98.02,100.0,98.41,91.88,94.74,100.0,97.18,Uttarakhand,2015-16
107,80.02,86.4,96.24,83.5,99.25,94.05,98.64,96.46833333333332,100.0,90.89,82.08,West Bengal,2013-14
108,91.69,89.91,96.13,91.98,99.74,95.82,99.33,87.19999999999999,100.0,100.0,92.42,West Bengal,2014-15
109,98.1,94.78,98.35,99.02,99.97,96.5,100.0,93.52333333333334,100.0,100.0,98.29,West Bengal,2015-16
